id,name,price,category,url,shop,photo,composition,tags,portion_g,kcal_100g,protein_100g,fat_100g,carb_100g
borshch-s-govyadinoy-i-rzhanoy-grenkoy-88433,Борщ с говядиной и ржаной гренкой,310,Готовая еда,https://vkusvill.ru/goods/borshch-s-govyadinoy-i-rzhanoy-grenkoy-88433.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Борщ Натуральный (говяжий бульон, говядина, капуста, свекла, картофель, репчатый лук, морковь, томатная паста, чеснок, соль, сок лимона, чёрный перец, лавровый лист), тартин Зерновой (мука пшеничная хлебопекарная высшего сорта, о",,396.0г,122.1,7.46,6.58,8.26
boul-zelenyy-salat-s-kurinymi-stripsami-edamame-i-soevo-kunzhutnym-sousom-96341,"Боул ""Зеленый салат"" с куриными стрипсами, эдамаме и соево-кунжутным соусом",318,Готовая еда,https://vkusvill.ru/goods/boul-zelenyy-salat-s-kurinymi-stripsami-edamame-i-soevo-kunzhutnym-sousom-96341.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"куриные стрипсы жареные (филе грудки куриной охлажденное, меланж яичный жидкий, сухари панировочные (мука пшеничная хлебопекарная высшего сорта, вода питьевая, соль пищевая, дрожжи хлебопекарные сухие), мука пшеничная хлебопекарная в",,190.0г,248.6,7.8,21,7.1
shaurma-s-kuritsey-i-sousom-burger-99359,"Шаурма с курицей и соусом ""Бургер""",308,Готовая еда,https://vkusvill.ru/goods/shaurma-s-kuritsey-i-sousom-burger-99359.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Нежная шаурма с чистым составом: без искусственных вкусоароматических усилителей и консервантов. Завернули в тонкий лаваш печёное куриное филе, ломтики спелых томатов и сочный айсберг. Добавили жареный лук для лёгкой пикантности. И заправили всё пряным соусом с солёными огурчиками и горчицей.",,230.0г,217.7,10.7,10.5,20.1
salat-grecheskiy-ves-sp-106453,"Салат греческий, вес СП",380,Готовая еда,https://vkusvill.ru/goods/salat-grecheskiy-ves-sp-106453.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Салат Айсберг свежий, оливки (оливки ферментированные сорта каламата, вода питьевая, соль пищевая), огурцы свежие, томаты свежие, перец красный сладкий свежий, масло оливковое, сыр Фета (молоко нормализованное пастеризованное, закв",,100.0г,96.14,1.2,4.42,12.89
salat-s-avokado-i-krevetkami-113023,Салат с авокадо и креветками,441,Готовая еда,https://vkusvill.ru/goods/salat-s-avokado-i-krevetkami-113023.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"авокадо свежее, креветки жареные (Litopenaeus vannamei, очищенные без головы) (произведено из мороженого сырья), томаты черри свежие, салат лолло бионда свежий, масло подсолнечное рафинированное дезодорированное, семена киноа отварны",,185.0г,206.5,6.4,16.1,9
funchoza-s-govyadinoy-i-ovoshchami-v-ustrichnom-souse-kafe-104192,"Фунчоза с говядиной и овощами в устричном соусе, кафе",330,Готовая еда,https://vkusvill.ru/goods/funchoza-s-govyadinoy-i-ovoshchami-v-ustrichnom-souse-kafe-104192.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Фунчоза отварная (вода питьевая, фунчоза (крахмал гороха, крахмал зеленых бобов, вода питьевая)), перец сладкий красный свежий, морковь столовая свежая, фасоль стручковая замороженная, лук репчатый свежий, говядина су-вид (говядина,",,250.0г,210,2.7,3.9,9.7
kurinaya-zraza-s-grechnevoy-kashey-i-gribami-337567,Куриная зраза с гречневой кашей и грибами,325,Готовая еда,https://vkusvill.ru/goods/kurinaya-zraza-s-grechnevoy-kashey-i-gribami-337567.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"зраза (фарш куриный с сыром (филе куриное бедра без кожи без кости (произведено из замороженного сырья), филе куриное грудки (произведено из замороженного сырья), лук пассерованный (лук репчатый свежий, масло подсолнечное рафинирован",,250.0г,137,7.05,7.32,10.85
salat-tsezar-s-kuritsey-i-pekinskoy-kapustoy-61483,"Салат ""Цезарь"" с курицей и пекинской капустой",278,Готовая еда,https://vkusvill.ru/goods/salat-tsezar-s-kuritsey-i-pekinskoy-kapustoy-61483.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Филе куриное запечённое (филе куриное, сок лимона прямого отжима, перец чёрный молотый, соль пищевая, вода питьевая), капуста пекинская свежая, томаты черри свежие, салат айсберг свежий, сыр пармезан м.д.ж. в сухом веществе 40% (пас",,180.0г,218.1,11.9,16.5,5.5
kapuchino-0-3-na-bananovom-napitke-kafe-99599,"Капучино 0,3 на банановом напитке, кафе",280,Готовая еда,https://vkusvill.ru/goods/kapuchino-0-3-na-bananovom-napitke-kafe-99599.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Напиток на растительной основе Соевое банановое специальное (вода питьевая, сахар, соевая мука, рисовая мука, масло подсолнечное, регулятор кислотности - орто-Фосфат калия 2-замещенный, ароматизаторы натуральные, соль морская пищев",,100.0г,43.6,1.3,2,5.1
kakao-pryanoe-0-4-na-funduchnom-napitke-kafe-95135,"Какао пряное 0,4 на фундучном напитке, кафе",320,Готовая еда,https://vkusvill.ru/goods/kakao-pryanoe-0-4-na-funduchnom-napitke-kafe-95135.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"напиток на растительной основе Фундук (вода питьевая, крупа рисовая, паста из ядер ореха фундука (ядра ореха фундука обжаренные, натуральный ароматизатор Фундук), масло подсолнечное рафинированное дезодорированное, регуляторы кис",,400.0г,,,,
